area_name,indicator_name,score_2019
Togo,Conflict-driven internal displacement,1
Trinidad and Tobago,Conflict-driven internal displacement,0.541091363
Tunisia,Conflict-driven internal displacement,0.602354612
Turkey,Conflict-driven internal displacement,0.7603
Turkmenistan,Conflict-driven internal displacement,0.513469281
Uganda,Conflict-driven internal displacement,0.146010386
Ukraine,Conflict-driven internal displacement,0.714285714
United Arab Emirates,Conflict-driven internal displacement,0.631344477
United Kingdom,Conflict-driven internal displacement,0.445765889
United States,Conflict-driven internal displacement,0.227209632
Uruguay,Conflict-driven internal displacement,0.496081591
Uzbekistan,Conflict-driven internal displacement,0.749366821
Venezuela,Conflict-driven internal displacement,0.42184405
Vietnam,Conflict-driven internal displacement,0.254413843
Yemen,Conflict-driven internal displacement,0
Zambia,Conflict-driven internal displacement,0.426525991
Zimbabwe,Conflict-driven internal displacement,0.782303792
Afghanistan,Consensus on democracy and a market economy as a goal,0.79726819
Albania,Consensus on democracy and a market economy as a goal,0.699502066
Algeria,Consensus on democracy and a market economy as a goal,0.75906303
Angola,Consensus on democracy and a market economy as a goal,0.935468037
Argentina,Consensus on democracy and a market economy as a goal,0.973958627
Armenia,Consensus on democracy and a market economy as a goal,0.915567507
Australia,Consensus on democracy and a market economy as a goal,0.456043122
Austria,Consensus on democracy and a market economy as a goal,0.256
Azerbaijan,Consensus on democracy and a market economy as a goal,0.527039383
Bahrain,Consensus on democracy and a market economy as a goal,0.232910955
Bangladesh,Consensus on democracy and a market economy as a goal,0.994512821
Belarus,Consensus on democracy and a market economy as a goal,0.796836111
Belgium,Consensus on democracy and a market economy as a goal,0.659047395
Belize,Consensus on democracy and a market economy as a goal,0.231
Benin,Consensus on democracy and a market economy as a goal,0.506666667
Bolivia,Consensus on democracy and a market economy as a goal,0.871635707
Bosnia and Herzegovina,Consensus on democracy and a market economy as a goal,1
Botswana,Consensus on democracy and a market economy as a goal,0.373900116
Brazil,Consensus on democracy and a market economy as a goal,0.371084484
Bulgaria,Consensus on democracy and a market economy as a goal,0.92
Burkina Faso,Consensus on democracy and a market economy as a goal,0.470447633
Burundi,Consensus on democracy and a market economy as a goal,0.394103995
Cabo Verde,Consensus on democracy and a market economy as a goal,0.269217379
Cambodia,Consensus on democracy and a market economy as a goal,0.336827711
Cameroon,Consensus on democracy and a market economy as a goal,0.266277183
Canada,Consensus on democracy and a market economy as a goal,0.578865642
Central African Republic,Consensus on democracy and a market economy as a goal,0.464285714
Chad,Consensus on democracy and a market economy as a goal,1
Chile,Consensus on democracy and a market economy as a goal,0.411666089
China,Consensus on democracy and a market economy as a goal,0.636363636
Colombia,Consensus on democracy and a market economy as a goal,0.290366149
Comoros,Consensus on democracy and a market economy as a goal,0.492448791
Congo,Consensus on democracy and a market economy as a goal,0.567391304
Costa Rica,Consensus on democracy and a market economy as a goal,1
Croatia,Consensus on democracy and a market economy as a goal,0.388392857
Cuba,Consensus on democracy and a market economy as a goal,0.625
Cyprus,Consensus on democracy and a market economy as a goal,0.845070423
Czechia,Consensus on democracy and a market economy as a goal,0.6875
C�te d'Ivoire,Consensus on democracy and a market economy as a goal,0.731
Democratic Republic of Congo,Consensus on democracy and a market economy as a goal,0.477379888
Denmark,Consensus on democracy and a market economy as a goal,0.5
Djibouti,Consensus on democracy and a market economy as a goal,0.714
Dominican Republic,Consensus on democracy and a market economy as a goal,0.481668655
Ecuador,Consensus on democracy and a market economy as a goal,0.75
Egypt,Consensus on democracy and a market economy as a goal,0.666666667
El Salvador,Consensus on democracy and a market economy as a goal,0.467391304
Equatorial Guinea,Consensus on democracy and a market economy as a goal,0.533835616
Eritrea,Consensus on democracy and a market economy as a goal,0.5
Estonia,Consensus on democracy and a market economy as a goal,0.692307692
Eswatini,Consensus on democracy and a market economy as a goal,0.446153846
Ethiopia,Consensus on democracy and a market economy as a goal,0
Finland,Consensus on democracy and a market economy as a goal,0
France,Consensus on democracy and a market economy as a goal,0
Gabon,Consensus on democracy and a market economy as a goal,0.416666667
Georgia,Consensus on democracy and a market economy as a goal,0.5
Germany,Consensus on democracy and a market economy as a goal,0.316945156
Ghana,Consensus on democracy and a market economy as a goal,0.32270805
Greece,Consensus on democracy and a market economy as a goal,0.65
Guatemala,Consensus on democracy and a market economy as a goal,0.307699404
Guinea,Consensus on democracy and a market economy as a goal,0.632955241
Guinea-Bissau,Consensus on democracy and a market economy as a goal,0.528952922
Guyana,Consensus on democracy and a market economy as a goal,0.631359606
Haiti,Consensus on democracy and a market economy as a goal,0.274617007
Honduras,Consensus on democracy and a market economy as a goal,0.31662821
Hong Kong,Consensus on democracy and a market economy as a goal,0
Hungary,Consensus on democracy and a market economy as a goal,0.422222222
Iceland,Consensus on democracy and a market economy as a goal,1
India,Consensus on democracy and a market economy as a goal,0.167024404
Indonesia,Consensus on democracy and a market economy as a goal,0.956926828
Iran,Consensus on democracy and a market economy as a goal,0.365222522
Iraq,Consensus on democracy and a market economy as a goal,0.815041258
Ireland,Consensus on democracy and a market economy as a goal,0.1375
Israel,Consensus on democracy and a market economy as a goal,0.35
Italy,Consensus on democracy and a market economy as a goal,0.244444444
Jamaica,Consensus on democracy and a market economy as a goal,0.4165
Japan,Consensus on democracy and a market economy as a goal,0.455555556
Jordan,Consensus on democracy and a market economy as a goal,0.28
Kazakhstan,Consensus on democracy and a market economy as a goal,0.3875
Kenya,Consensus on democracy and a market economy as a goal,0.505882353
Kuwait,Consensus on democracy and a market economy as a goal,0.27
Kyrgyzstan,Consensus on democracy and a market economy as a goal,0.121638835
Laos,Consensus on democracy and a market economy as a goal,0.124067008
Latvia,Consensus on democracy and a market economy as a goal,0.52
Lebanon,Consensus on democracy and a market economy as a goal,0.854545455
Lesotho,Consensus on democracy and a market economy as a goal,0.814285714
Liberia,Consensus on democracy and a market economy as a goal,0.04
Libya,Consensus on democracy and a market economy as a goal,0.769230769
Lithuania,Consensus on democracy and a market economy as a goal,0.927272727
Luxembourg,Consensus on democracy and a market economy as a goal,0.357491159
Madagascar,Consensus on democracy and a market economy as a goal,0.153528912
Malawi,Consensus on democracy and a market economy as a goal,0
Malaysia,Consensus on democracy and a market economy as a goal,0.198857589
Mali,Consensus on democracy and a market economy as a goal,0.676884008
Malta,Consensus on democracy and a market economy as a goal,0.432647059
Mauritania,Consensus on democracy and a market economy as a goal,0.71525
Mauritius,Consensus on democracy and a market economy as a goal,0.240619894
Mexico,Consensus on democracy and a market economy as a goal,0.355525017
Moldova,Consensus on democracy and a market economy as a goal,0.095780029
Mongolia,Consensus on democracy and a market economy as a goal,0.654115534
Montenegro,Consensus on democracy and a market economy as a goal,0.225133324
Morocco,Consensus on democracy and a market economy as a goal,0.601944274
Mozambique,Consensus on democracy and a market economy as a goal,0.311717873
Myanmar,Consensus on democracy and a market economy as a goal,0.727611491
Namibia,Consensus on democracy and a market economy as a goal,0.184780985
Nepal,Consensus on democracy and a market economy as a goal,0.214284571
Netherlands,Consensus on democracy and a market economy as a goal,0.134075808
New Zealand,Consensus on democracy and a market economy as a goal,0.315025234
Nicaragua,Consensus on democracy and a market economy as a goal,0.364951754
Niger,Consensus on democracy and a market economy as a goal,0.347584614
Nigeria,Consensus on democracy and a market economy as a goal,0.498193853
North Macedonia,Consensus on democracy and a market economy as a goal,0.270512805
Norway,Consensus on democracy and a market economy as a goal,0.38137931
Oman,Consensus on democracy and a market economy as a goal,0.1786823
Pakistan,Consensus on democracy and a market economy as a goal,0.432212889
Panama,Consensus on democracy and a market economy as a goal,0.02
Papua New Guinea,Consensus on democracy and a market economy as a goal,0.711963872
Paraguay,Consensus on democracy and a market economy as a goal,0.48725
Peru,Consensus on democracy and a market economy as a goal,0.2620538
Philippines,Consensus on democracy and a market economy as a goal,0.12648
Poland,Consensus on democracy and a market economy as a goal,0.4297789
Portugal,Consensus on democracy and a market economy as a goal,0
Qatar,Consensus on democracy and a market economy as a goal,0.322132245
Romania,Consensus on democracy and a market economy as a goal,0.367888457
Russia,Consensus on democracy and a market economy as a goal,0.090205153
Rwanda,Consensus on democracy and a market economy as a goal,0.089947796
Saudi Arabia,Consensus on democracy and a market economy as a goal,0.12
Senegal,Consensus on democracy and a market economy as a goal,0.461321794
Serbia,Consensus on democracy and a market economy as a goal,0.792583333
Seychelles,Consensus on democracy and a market economy as a goal,0.409344299
Sierra Leone,Consensus on democracy and a market economy as a goal,0.356191892
Singapore,Consensus on democracy and a market economy as a goal,0.794959828
Slovakia,Consensus on democracy and a market economy as a goal,0.38875498
Slovenia,Consensus on democracy and a market economy as a goal,0.327652747
Somalia,Consensus on democracy and a market economy as a goal,0.331507247
